Dienstleistungsberuf und Verkäufer (z.B. Koch, Kellner, Friseur, Verkäufer, Kassierer, Betreuer im Erziehungs- oder Gesundheitswesen, Feuerwehrmann, Polizist);Service profession or sales (e.g. cook, waiter, hairdresser, salesperson, cashier, education or healthcare worker, fireman, policeman);Métier du secteur tertiaire et de la vente (p. ex. cuisinier, serveur, coiffeur, vendeur, caissier, assistant dans l’enseignement ou dans les services de santé publique, pompier, policier);Déngschleeschtungsberuff a Verkeefer (z. B. Kach, Garçon, Coiffeur, Verkeefer, Caissier, Betreier am Edukatiouns- oder Gesondheetswiesen, Pompjee, Polizist);Prestação de serviços e vendedores (p. ex., cozinheiro, empregado de mesa, cabeleireiro, vendedor, empregado de caixa, prestador de cuidados na área da educação e saúde, bombeiro, polícia);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Fachkraft in der Landwirtschaft (und Fischerei) (z.B. Landwirt, Forstwirt, Viehzüchter, Gärtner);Specialist in agriculture or fishing (e.g. farmer, forester, livestock breeder, gardener);Personnel qualifié dans le domaine de l’agriculture (et de la pêche) (p. ex. agriculteur, forestier, éleveur, jardinier);Fachkraaft an der Landwirtschaft (a Fëscherei) (z.B. Bauer, Fierschter, Véiziichter, Gäertner);Pessoal do setor agrícola (e pescas) (p. ex., agricultor, silvicultor, criador de gado, jardineiro);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Handwerks- und verwandte Berufe (z.B. Maurer, Steinmetz, Zimmermann, Glaser, Metallarbeiter, (Maschinen-)Mechaniker, Präzisionshandwerker, Elektriker, Bäcker, Fleischer);Craft or related profession (e.g. mason, stonemason, carpenter, glazier, metalworker, (machine) mechanic, precision artisan, electrician, baker, butcher);Métiers artisanaux et connexes (p. ex. briqueteur, tailleur de pierre, charpentier, vitrier, métallurgiste, mécanicien (de machines), artisan de précision, électricien, boulanger, boucher);Handwierks- a vergläichbar Beruffer (Z. B. Maçon, Steemetzer, Zammermann, Fënstermécher, Metallaarbechter, (Maschinnen), Mecanicien, Präzisiounshandwierker, Elektriker, Bäcker, Metzler);Profissões manuais e relacionadas (p. ex., pedreiro, carpinteiro, vidraceiro, trabalhador metalúrgico, mecânico (de máquinas), trabalhador de precisão, eletricista, padeiro, talhante);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Anlage- und Maschinenbediener und Montageberufe (z.B. Maschinenbediener in einer Fabrik, Montagebauer, Fahrzeugführer oder Führer mobiler Anlagen);Equipment or machine operator or assembly profession (e.g. machine operator in a factory, assembler, vehicle driver, mobile installation operator);Opérateur d’installations et de machines et ouvriers de l’assemblage (p. ex. opérateur de machine dans une usine, monteur, conducteur de véhicule ou conducteur d’installations mobiles);Operateur vun Anlagen a Maschinnen a Montageberuffer (z. B. Operateur vu Maschinnen an enger Fabrick, Montagebauer, Chauffeur oder Führer vu mobillen Anlagen);Operadores de máquinas e profissões de montagem (p. ex., operador de máquinas numa fábrica, montador, condutor de veículos ou operador de sistemas móveis);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Hilfsarbeitskraft (z.B. Reinigungskraft, Hilfsarbeiter oder Hilfskraft, Fabrikarbeiter);Elementary occupation (e.g. cleaner, unskilled labourer or assistant, factory worker);Travailleur non qualifié (p. ex. agent d’entretien, manœuvre ou auxiliaire, ouvrier d’usine);Hëllefsaarbechtskraaft (z. B. Botzkraaft, Hëllefsaarbechter oder Hëllefskraaft, Fabricksaarbechter);Pessoal auxiliar (p. ex., pessoal de limpeza, auxiliares, empregado fabril);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Angehöriger der regulären Streitkräfte (z.B. Soldat, Unteroffizier, Offizier);Member of the armed forces (e.g. soldier, NCO or sergeant, officer);Membre des forces armées (p. ex. soldat, sous-officier, officier);Member vun der regulärer Arméi (z. B. Zaldot, Ënneroffizéier, Offizéier);Membros de forças de segurança regulares (p. ex., soldado, sub-oficial, oficial);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Gib nun bitte die berufliche Tätigkeit an, welche die zweithöchste wöchentliche Stundenzahl beansprucht (bzw. die Tätigkeit, aus welcher Du das zweithöchste Einkommen beziehst).;<p>Please now state the<U+2798>professional activity that takes up the second highest amount of hours per<U+2798>week or the activity for which you receive the second highest income.&nbsp;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Führungskraft (z.B. Geschäftsführer, Vorstandsmitglied, leitender Verwaltungsbediensteter);Manager (e.g. managing director, board member, senior official);Cadre directeur (p. ex. PDG, membre du comité directeur, cadre supérieur de l’administration publique);Féierungskraaft (z.B Gerant, Comitésmember, Salarié cadre an der Administratioun);Cargo de chefia (p. ex., gerente, membro da direção, administrador);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Akademischer Beruf (z.B. Arzt, Lehrer, Ingenieur, Architekt, Finanzberater, Jurist, Künstler, Journalist);Academic profession (e.g. doctor, teacher, engineer, architect, financial advisor, lawyer, artist, journalist);Profession universitaire (p. ex. médecin, enseignant, ingénieur, architecte, conseiller financier, juriste, artiste, journaliste);Akademesche Beruff (z.B. Dokter, Enseignant, Ingenieur, Architekt, Conseiller fiancier, Jurist, Kënschtler, Journalist);Profissão académica (p. ex., médico, professor, engenheiro, arquiteto, consultor financeiro, advogado, artista, jornalista);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Techniker und gleichrangige nichttechnische Berufe (z.B. Bautechniker, Elektrotechniker, Medizintechniker, Technischer Zeichner, IT, Küchenchef, Assistent im Gesundheitswesen, nicht akademische Fachkraft im Bereich Finanzen und mathematische Verfahren, Fitnesstrainer, Sportler);Technician or non-technical profession of equal rank (e.g. construction technician, electrical technician, medical technician, technical draftsman, IT, head chef, healthcare assistant, non-academic specialist in finance or mathematics, fitness trainer, athlete);Technicien et professions non-techniques équivalentes (p. ex. technicien du génie civil, technicien en électricité, technicien de santé, dessinateur technique, informaticien, chef cuisinier, assistant en soins de santé publique, personnel qualifié non universitaire dans le domaine des finances et méthodes mathématiques, entraîneur physique, sportif);Techniker a vergläichbar nettechnesch Beruffer (z. B. Bautechniker, Elektrotechniker, Medezintechniker, Techneschen Zeechner, IT, Chef de Cuisine, Assistent am Gesondheetswiesen, net akademesch Fachkraaft am Beräich Finanzen a mathematesch Methoden, Fitnesstrainer, Sportler);Técnico e profissões semelhantes não técnicas (p. ex., técnico de construção, técnico de eletrotecnia, técnico médico, desenhador técnico, chef de cozinha, assistente na área da saúde, profissional não académico no setor financeiro e de processos matemáticos, instrutor de fitness, atleta);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Bürokraft und verwandte Berufe (z.B. Büro- und Sekretariatskraft, Bürokraft mit Kundenkontakt, Bürokraft im Finanz- und Rechnungswesen);Office worker or related profession (e.g. office worker or secretary, office worker with customer contact, office worker in finance and accounting);Employé de bureau et professions connexes (p. ex. employé de bureau et secrétaire, employé de bureau ayant contact avec des clients, employé de bureau dans le domaine de la finance et de la comptabilité);Büroskraaft a vergläichbar Beruffer (z.B. Büros- a Sekretariatskraaft, Büroskraaft mat Kontakt mat der Clientèle, Büroskraaft am Finanzwiesen an an der Comptabilitéit);Empregado de escritório e profissões relacionadas (p. ex., pessoal de escritório e secretariado, pessoal de escritório com contacto com clientes, pessoal de escritório no setor de contabilidade e finanças);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Dienstleistungsberuf und Verkäufer (z.B. Koch, Kellner, Friseur, Verkäufer, Kassierer, Betreuer im Erziehungs- oder Gesundheitswesen, Feuerwehrmann, Polizist);Service profession or sales (e.g. cook, waiter, hairdresser, salesperson, cashier, education or healthcare worker, fireman, policeman);Métier du secteur tertiaire et de la vente (p. ex. cuisinier, serveur, coiffeur, vendeur, caissier, assistant dans l’enseignement ou dans les services de santé publique, pompier, policier);Déngschleeschtungsberuff a Verkeefer (z. B. Kach, Garçon, Coiffeur, Verkeefer, Caissier, Betreier am Edukatiouns- oder Gesondheetswiesen, Pompjee, Polizist);Prestação de serviços e vendedores (p. ex., cozinheiro, empregado de mesa, cabeleireiro, vendedor, empregado de caixa, prestador de cuidados na área da educação e saúde, bombeiro, polícia);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Fachkraft in der Landwirtschaft (und Fischerei) (z.B. Landwirt, Forstwirt, Viehzüchter, Gärtner);Specialist in agriculture or fishing (e.g. farmer, forester, livestock breeder, gardener);Personnel qualifié dans le domaine de l’agriculture (et de la pêche) (p. ex. agriculteur, forestier, éleveur, jardinier);Fachkraaft an der Landwirtschaft (a Fëscherei) (z.B. Bauer, Fierschter, Véiziichter, Gäertner);Pessoal do setor agrícola (e pescas) (p. ex., agricultor, silvicultor, criador de gado, jardineiro);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Handwerks- und verwandte Berufe (z.B. Maurer, Steinmetz, Zimmermann, Glaser, Metallarbeiter, (Maschinen-)Mechaniker, Präzisionshandwerker, Elektriker, Bäcker, Fleischer);Craft or related profession (e.g. mason, stonemason, carpenter, glazier, metalworker, (machine) mechanic, precision artisan, electrician, baker, butcher);Métiers artisanaux et connexes (p. ex. briqueteur, tailleur de pierre, charpentier, vitrier, métallurgiste, mécanicien (de machines), artisan de précision, électricien, boulanger, boucher);Handwierks- a vergläichbar Beruffer (Z. B. Maçon, Steemetzer, Zammermann, Fënstermécher, Metallaarbechter, (Maschinnen), Mecanicien, Präzisiounshandwierker, Elektriker, Bäcker, Metzler);Profissões manuais e relacionadas (p. ex., pedreiro, carpinteiro, vidraceiro, trabalhador metalúrgico, mecânico (de máquinas), trabalhador de precisão, eletricista, padeiro, talhante);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Anlage- und Maschinenbediener und Montageberufe (z.B. Maschinenbediener in einer Fabrik, Montagebauer, Fahrzeugführer oder Führer mobiler Anlagen);Equipment or machine operator or assembly profession (e.g. machine operator in a factory, assembler, vehicle driver, mobile installation operator);Opérateur d’installations et de machines et ouvriers de l’assemblage (p. ex. opérateur de machine dans une usine, monteur, conducteur de véhicule ou conducteur d’installations mobiles);Operateur vun Anlagen a Maschinnen a Montageberuffer (z. B. Operateur vu Maschinnen an enger Fabrick, Montagebauer, Chauffeur oder Führer vu mobillen Anlagen);Operadores de máquinas e profissões de montagem (p. ex., operador de máquinas numa fábrica, montador, condutor de veículos ou operador de sistemas móveis);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Hilfsarbeitskraft (z.B. Reinigungskraft, Hilfsarbeiter oder Hilfskraft, Fabrikarbeiter);Elementary occupation (e.g. cleaner, unskilled labourer or assistant, factory worker);Travailleur non qualifié (p. ex. agent d’entretien, manœuvre ou auxiliaire, ouvrier d’usine);Hëllefsaarbechtskraaft (z. B. Botzkraaft, Hëllefsaarbechter oder Hëllefskraaft, Fabricksaarbechter);Pessoal auxiliar (p. ex., pessoal de limpeza, auxiliares, empregado fabril);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Angehöriger der regulären Streitkräfte (z.B. Soldat, Unteroffizier, Offizier);Member of the armed forces (e.g. soldier, NCO or sergeant, officer);Membre des forces armées (p. ex. soldat, sous-officier, officier);Member vun der regulärer Arméi (z. B. Zaldot, Ënneroffizéier, Offizéier);Membros de forças de segurança regulares (p. ex., soldado, sub-oficial, oficial);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"<div>Bei dieser Frage geht es darum, Gruppen in der Bevölkerung mit z. B. hohem, mittlerem oder niedrigem Einkommen besser verstehen zu können. Daher möchten wir gerne wissen: Wie hoch ist Dein Nettoeinkommen (in Euro) pro Monat?</div><div><br></div><div><span style=""color:#666666";;;;;;">to mean the total of wages, public aid, rental income, housing benefit, child benefit and other income.</span></span></div></div>"",""<div>Cette question vise à mieux comprendre les groupes de la population ayant<U+2798>p. ex. un niveau de revenus élevé, moyen ou faible. Voilà pourquoi nous aimerions<U+2798>savoir : quel est le montant de tes revenus nets (en euros) par mois ?</div><div><br></div><div><span style=""""color:#666666";"><span style=""""font-size:16px";">Ce que l’on <U+2798>comprend par revenus nets mensuels, c’est la somme <U+2798>composée des salaires, aides publiques, revenus tirés de la location, <U+2798>aides au logement, allocations familiales et autres revenus.</span></span></div>"",""<div>Bei dëser Fro geet et<U+2798>dorëm, Gruppen an der Bevëlkerung mat z.B. héijem, mëttlerem oder nidderegem<U+2798>Akommes besser verstoen ze kënnen. Dowéinst géife mir gär wëssen: Wéi héich ass<U+2798>Däi Nettoakommes (an Euro) pro Mount?</div><div><br></div><div><span style=""""color:#666666";"><span style=""""font-size:16px";">Ënner <U+2798>Nettoakommes pro Mount ass déi Zomm ze verstoen, déi sech aus Gehalt, <U+2798>ëffentlechen Allokatiounen, Akommes aus Verlounung, Wunngeld, Kannergeld<U+2798> an aner Akommes ergëtt.</span></span></div>"",""<div>Esta questão destina-se a entender melhor diferentes grupos da população,<U+2798>por exemplo, com rendimentos elevados, médios ou baixos. Por isso, gostaríamos<U+2798>de saber: qual é o teu rendimento líquido (em euros)<U+2798>por mês?</div><div><br></div><div><span style=""""font-size:16px";"><span style=""""color:#666666";">Por rendimento líquido<span class=""""tlid-translation translation"""" lang=""""pt""""><span title=""""""""> </span></span>mensal<U+2798> entende-se a soma do salário, subsídios públicos, rendimentos de <U+2798>alugueres, subsídios de alojamento, abono de família e outros <U+2798>rendimentos semelhantes.</span></span></div>""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Weniger als 1.452 Euro;Less than 1,452 euros;Moins de 1 452 euros;Méi wéineg wéi 1.452 Euro;Menos de 1 452 euros;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1.453 bis 2.000 Euro;1,453 to 2,000 euros;1 453 à 2 000 euros;1.453 bis 2.000 Euro;1 453 até 2 000 Euro;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2.001 bis 4.000 Euro;2,001 to 4,000 euros;2 001 à 4 000 euros;2.001 bis 4.000 Euro;2 001 até 4 000 euros;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4.001 bis 6.000 Euro;4,001 to 6,000 euros;4 001 à 6 000 euros;4.001 bis 6.000 Euro;4 001 até 6 000 euros;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6.001 bis 8.000 Euro;6,001 to 8,000 euros;6 001 à 8 000 euros;6.001 bis 8.000 Euro;6 001 até 8 000 euros;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Mehr als 8.000 Euro;More than 8,000 euros;Plus de 8 000 euros;Méi wéi 8.000 Euro;Mais de 8 000 euros;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Weiß nicht;Don’t know;Je ne sais pas;Weess net;Não sei;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Möchte keine Angabe machen;Prefer not to answer;Je ne souhaite pas y répondre;Ech wëll keng Angab maachen;Prefiro não responder;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Ich verfüge über kein Einkommen;I do not have an income;Je n’ai pas de revenus;Ech verfügen iwwer keen Akommes;Não tenho rendimentos;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Warst Du schon ein-<U+2798>oder mehrmals für mindestens 6 Monate arbeitslos?;Have you previously been unemployed for at least 6 months on one or<U+2798>more occasions?;As-tu déjà été une ou plusieurs fois au chômage pendant au moins 6<U+2798>mois&nbsp;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Ja;Yes;Oui;Jo;Sim;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Nein;No;Non;Neen;Não;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Es gibt verschiedene Ansichten zu Arbeit. Inwieweit stimmst Du den folgenden Aussagen zu?;There are various different views about work. How much do you agree with<U+2798>the following statements?;Les opinions divergent sur le travail. À quel point es-tu d’accord avec<U+2798>les affirmations suivantes&nbsp;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Man braucht eine Arbeit, um seine Fähigkeiten voll entwickeln zu können;You need a job to fully develop your skills;On doit travailler pour pouvoir développer pleinement ses capacités;Et brauch een eng Aarbecht fir seng Fäegkeete voll entwéckelen ze kënnen;O trabalho é necessário para permitir desenvolver as nossas capacidades;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Es ist demütigend Geld zu erhalten, ohne dass man dafür arbeiten muss;Receiving money without having to work for it is humiliating;C’est humiliant de recevoir de l’argent sans devoir travailler pour l’avoir;Et ass demütegend, Suen ze kréien, ouni dass een dofir schaffe muss;É humilhante receber dinheiro sem ter que trabalhar para isso;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Menschen, die nicht arbeiten, werden faul;People who do not work become lazy;Ceux qui ne travaillent pas deviennent paresseux;Mënschen, déi net schaffen, gi liddereg;As pessoas que não trabalham tornam-se preguiçosas;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Arbeit ist eine Verpflichtung gegenüber der Gesellschaft;Work is an obligation to society;Travailler, c’est un engagement envers la société;Aarbecht ass eng Verflichtung vis-à-vis der Gesellschaft;O trabalho é uma obrigação perante a sociedade;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
